|v|_mean,|a|_mean,vz_mean,az_mean,|v|_std,|a|_std,vz_std,az_std,|v|_min,|a|_min,vz_min,az_min,|v|_max,|a|_max,vz_max,az_max,label_pass
1341713.6046511629,8025917.627906977,3076.015503875969,3015.4186046511627,1474385.617413696,7538556.930718547,3514.225903792008,3102.2311821939,118304.0,983100.0,-5208.0,-1416.0,4526599.0,2.6305213e+7,9291.0,9729.0,0
2676658.25,1.185061023e+7,-23.34,1249.88,1076887.837117911,5787328.70362211,1348.1456041915535,2583.2442537134257,220776.0,2398474.0,-5115.0,-964.0,3841882.0,2.2141518e+7,1748.0,9823.0,0
2911248.574468085,2.3165005968085103e+7,-4288.734042553191,127.03191489361704,2428917.0776941148,9926853.800381828,2404.5970541906167,1347.5727239308146,283470.0,4680952.0,-9713.0,-2984.0,6666943.0,3.9971139e+7,-1316.0,4082.0,1
2508225.0080645164,1.24296695e+7,-765.9354838709677,-108.7983870967742,1465683.5701669129,6814091.090223214,2515.9831314528024,3250.919031984294,397519.0,1108597.0,-7123.0,-9631.0,5352404.0,3.2814046e+7,3979.0,9286.0,1
3688811.015873016,1.916051886507937e+7,-1038.4920634920634,225.6428571428572,1602934.7284460112,7830860.984713783,3048.364213793442,3676.367072998637,904428.0,6446145.0,-7455.0,-6457.0,6230400.0,3.4088535e+7,4490.0,9144.0,0
3847418.1639344255,1.589874868852459e+7,131.7295081967213,550.1311475409836,1663669.6438741535,4457086.7364019165,1403.9156577812616,1935.9146596467097,1085964.0,3087701.0,-2979.0,-2472.0,6491197.0,2.4691194e+7,2730.0,9511.0,0
3261307.214876033,1.4048530743801652e+7,-309.5619834710744,768.8429752066115,1881641.449920048,5798391.547988213,2319.4527906834765,2736.023114571782,539149.0,3162175.0,-6497.0,-5781.0,6183978.0,2.6705274e+7,2333.0,9183.0,0
4788416.380165289,3.3253171338842977e+7,-2844.041322314049,-425.8347107438017,2524379.731199935,1.6118681375518365e+7,3515.0224048520045,2086.972313931945,1241816.0,2228986.0,-9675.0,-8343.0,9052879.0,8.3210641e+7,697.0,5032.0,0
2732585.12195122,1.5178948634146342e+7,-924.6178861788618,401.3414634146341,1393901.7027268035,5103729.946291344,2606.4898999792526,1719.1471190311931,388324.0,4142190.0,-7589.0,-3286.0,4970949.0,2.4695552e+7,2278.0,6102.0,0
3242428.8606557376,1.7207048737704918e+7,896.5,287.59016393442624,1663078.021514674,7838986.563193435,1167.7543416658054,1744.5656579155984,571047.0,2451908.0,-900.0,-3842.0,6076025.0,3.1538409e+7,2970.0,5724.0,0
3832057.56097561,2.249172169105691e+7,-615.8455284552846,-748.1869918699186,2464261.892181488,1.0322899254394691e+7,1923.550925883572,3293.246154668557,177265.0,6141992.0,-6347.0,-9317.0,7104537.0,4.5751082e+7,2245.0,2366.0,0
4615415.868852459,1.9240089573770493e+7,-1877.860655737705,-1503.5819672131147,2006783.7564663647,1.183637918728014e+7,3445.607615490603,3532.9582384615665,1492813.0,2075296.0,-9052.0,-9657.0,7551186.0,4.51779e+7,3417.0,5154.0,0
6731445.61832061,3.0123872320610687e+7,-333.8473282442748,296.9312977099237,2795272.8859459707,1.5722266582765928e+7,1596.31014180194,1687.078518034332,1660969.0,3041569.0,-4008.0,-3411.0,1.0973819e+7,6.2447251e+7,1664.0,6509.0,1
4498183.243902439,2.335358269105691e+7,-1629.9837398373984,-1620.2032520325204,2313911.513205749,1.3474449390836217e+7,4484.655287635134,3163.396470384608,726469.0,2908370.0,-9977.0,-9303.0,7281698.0,5.3929965e+7,5535.0,4508.0,0
4651184.488188976,2.3334967023622047e+7,-1416.7874015748032,-393.503937007874,2154243.938329555,8024681.015054716,2642.835050705368,2528.5691696331537,1543632.0,4644479.0,-7724.0,-9884.0,7844658.0,3.6670632e+7,1421.0,2744.0,0
4844809.148760331,1.8131662652892563e+7,-185.2396694214876,-1502.2396694214876,1579237.5710305572,8252743.328582909,2894.1052504035206,4541.797900290137,1118660.0,3163066.0,-5704.0,-9827.0,6626416.0,4.0691458e+7,4551.0,7242.0,0
862800.9180327869,4366676.483606557,2506.5819672131147,1234.7868852459017,758245.9760677831,3029188.511046365,2968.7845047046794,3235.0348478190217,122207.0,590421.0,-4757.0,-7407.0,2369089.0,1.3126171e+7,9863.0,8619.0,0
2589198.819672131,1.3599616795081967e+7,-237.81147540983608,-457.4918032786885,1292017.8329893756,4924340.438428819,3694.727470310527,2810.021923522316,528068.0,1997693.0,-9186.0,-9639.0,5008727.0,2.3935992e+7,5516.0,5607.0,0
5624493.512396694,3.406170961157025e+7,833.9834710743802,250.8842975206612,2895571.349568127,1.882369649572982e+7,1875.0014488148672,1742.7514127096204,534074.0,4587455.0,-2159.0,-6846.0,9763442.0,8.8365838e+7,5895.0,5567.0,0
1276913.0412371133,6446277.773195877,-1387.5567010309278,-132.42268041237114,819314.516978598,2457832.1576448283,1076.0682673614797,764.4801315688811,162716.0,2894390.0,-7267.0,-2109.0,2885689.0,1.1668115e+7,-295.0,1445.0,0
2268157.96124031,1.4944420023255814e+7,-1038.8217054263566,-245.86046511627907,1757426.230341127,8071380.89541567,3504.7405406142684,2426.3221387529948,463777.0,2318890.0,-7883.0,-8804.0,6368112.0,3.6203157e+7,4389.0,3909.0,1
2405180.64,1.2736256088e+7,-1245.56,-808.224,1259267.9461879276,5188478.082525109,3563.7889324199205,3055.719306755353,422443.0,3963840.0,-8792.0,-7068.0,4277179.0,2.325043e+7,2359.0,4022.0,0
1719598.7338709678,5890671.508064516,1311.6774193548388,-354.8225806451613,571374.9480072133,2825969.4339791546,1341.1790805071612,3024.845695314322,537243.0,751134.0,-1659.0,-8842.0,2406250.0,1.1775455e+7,3230.0,3630.0,0
2167045.658914729,5421158.984496124,324.1240310077519,-1423.7829457364342,594856.4951619831,3134162.946747699,1484.7932042867533,4020.2750837964286,625715.0,1069137.0,-2128.0,-9789.0,3074932.0,1.3344344e+7,4157.0,4838.0,0
3196131.181102362,1.680355176377953e+7,266.23622047244095,-12.566929133858268,1985911.4952549944,7395931.8125889,2716.0690621017425,1474.9836888554742,139904.0,2884228.0,-8536.0,-4632.0,6358608.0,2.8283607e+7,5602.0,2720.0,1
718751.6641221374,4891883.007633587,-2979.0,-1334.6641221374043,133627.70031786137,2955034.0294255144,2978.0097070668885,2617.5726559916507,487677.0,830999.0,-9325.0,-7003.0,1081099.0,1.360982e+7,1546.0,6737.0,0
2566277.422764228,1.2162796609756095e+7,611.5365853658536,-426.3414634146341,875048.7492718972,6184576.669781316,1928.548491349545,3076.8572688603585,788361.0,2004207.0,-1597.0,-9116.0,3847500.0,2.3926873e+7,5094.0,5916.0,0
810936.128,7638843.6,-386.92,-2484.448,624220.7371038448,5029117.041542915,4694.25579419042,3660.251759488506,123641.0,991479.0,-9211.0,-9968.0,2601504.0,2.1311682e+7,8227.0,2437.0,0
462994.0806451613,3330878.266129032,-3544.1935483870966,-548.6935483870968,216930.66140558224,2495506.652008105,1432.623187724818,2032.9261947876944,186976.0,464686.0,-6531.0,-5052.0,1017953.0,1.1228091e+7,487.0,4964.0,0
2246521.3740458013,8910478.297709923,155.1145038167939,-32.52671755725191,786981.9990417565,5499631.933282091,2109.112969368225,3905.440647507495,450758.0,747460.0,-5092.0,-8377.0,3274469.0,2.1578321e+7,4115.0,8312.0,0
1034493.3410852712,9081111.589147286,94.53488372093024,1923.2945736434108,505729.2992443329,4695772.562240696,5421.606885368648,3737.067684869843,295935.0,2267027.0,-9990.0,-7476.0,2942840.0,2.2382155e+7,7579.0,9572.0,0
3051721.8780487804,1.4723081422764229e+7,-1182.5040650406504,-109.14634146341464,1717270.1213621786,5220288.155281674,2773.7742954675414,2415.29182529968,547353.0,5608700.0,-6854.0,-5660.0,5587718.0,2.4789374e+7,3802.0,3861.0,0
3780646.564516129,1.7907704669354837e+7,879.1774193548387,684.4354838709677,2340462.6670677788,6830825.379791494,1989.3458868928128,1850.5358540226505,241624.0,2213009.0,-3688.0,-833.0,7146197.0,3.1534504e+7,5585.0,8547.0,0
1650063.16,8708391.888,-2853.464,-1720.992,686867.6865829142,4188136.790724312,3538.9676268105227,3080.932387925406,262985.0,2411270.0,-9290.0,-9811.0,2678213.0,1.9482395e+7,2011.0,6534.0,0
2212826.610687023,1.1862155358778626e+7,-143.9770992366412,-726.7175572519084,1364980.0798547803,6258821.44678511,2858.4806304846875,3073.381520973048,276467.0,1843683.0,-8944.0,-9652.0,4194698.0,2.6173066e+7,3695.0,4365.0,0
150765.73282442748,1773900.5954198474,1850.4809160305344,1530.854961832061,151195.832410198,1644464.8011881127,6013.464774156211,3582.677844900456,25610.0,244747.0,-9978.0,-9268.0,879097.0,9035478.0,9918.0,9815.0,0
2103771.2413793104,1.0429943344827589e+7,-2041.919540229885,-3164.862068965517,627165.0979728927,3881835.153536745,2722.002141116286,2428.612199037126,1200481.0,1534056.0,-6344.0,-8869.0,3097574.0,1.7182624e+7,592.0,66.0,0
4349838.244094488,2.9840281511811025e+7,-1336.7952755905512,-394.13385826771656,2728694.1042004908,1.3198401372282747e+7,3101.724354875574,2513.3325355632333,984064.0,3262396.0,-7542.0,-8422.0,9133855.0,5.3556489e+7,3550.0,6923.0,1
4092944.738095238,2.5529666801587302e+7,-851.531746031746,-369.4047619047619,2356340.566379226,1.0729957177776411e+7,2104.6143805895003,1536.4456966834664,197451.0,556147.0,-5756.0,-3874.0,9150461.0,4.0478813e+7,1971.0,6412.0,1
2439089.131147541,1.9540598327868853e+7,-659.0819672131148,1162.614754098361,969090.4365251104,7941260.752022018,4385.159666307599,3507.652855235017,694993.0,5116742.0,-9630.0,-4257.0,3962531.0,3.690379e+7,4774.0,8669.0,1
4322157.300813008,3.472008415447155e+7,-768.3821138211382,396.6991869918699,2961603.159483293,1.925430108550256e+7,1645.245332845905,1760.146388914618,425616.0,2608518.0,-5027.0,-3128.0,9356148.0,7.6570742e+7,2406.0,6463.0,1
4463374.535433071,2.641495294488189e+7,-1306.5354330708662,304.45669291338584,2988905.3379611084,1.0246392959171396e+7,2083.327374449671,1247.1075917224755,200514.0,5539809.0,-6739.0,-3344.0,9099893.0,4.1583941e+7,830.0,5872.0,1
1561623.1333333333,7139606.955555555,1336.5555555555557,2393.8555555555554,305767.5952631601,3568193.437314793,862.8511024323891,2769.865532618689,969561.0,2467887.0,-186.0,-607.0,2032558.0,1.2680177e+7,2985.0,9994.0,0
2821099.379032258,1.7530135169354837e+7,-487.7258064516129,100.33064516129032,1751927.851047537,6185861.434945079,1557.633698022353,855.6073459451787,431183.0,2439620.0,-6239.0,-3336.0,6480777.0,3.0442775e+7,1777.0,1820.0,0
1579009.3435114503,7918548.595419847,-44.1526717557252,160.45801526717557,1132135.591076975,4712801.484121931,6161.913208728004,5000.291936491988,175926.0,1572669.0,-9553.0,-9906.0,3274197.0,1.883625e+7,9931.0,8454.0,0
840414.2903225806,6149206.0,-3213.048387096774,-1271.733870967742,288553.6344213757,3539090.069376868,4179.772115884918,2597.553167320125,380353.0,1015396.0,-9978.0,-7832.0,1589646.0,1.9505209e+7,1799.0,4617.0,0
1454261.145038168,5014640.740458015,2512.648854961832,1410.3053435114505,735148.9020592215,2320711.493172977,1664.354778764081,1649.0760858181716,229290.0,1756232.0,385.0,-1471.0,2326795.0,1.1055187e+7,9707.0,8182.0,0
931369.504,4565609.888,780.712,1083.696,678299.6477815142,2357131.748298675,3355.2915257602745,2542.690292380836,75290.0,1004562.0,-8097.0,-6867.0,2065051.0,1.1303819e+7,9890.0,8429.0,0
2798346.875,1.5533510609375e+7,688.71875,360.8203125,1458744.397514466,6833599.933119288,1523.5803767343812,1634.8550294928812,502831.0,2019678.0,-4238.0,-7382.0,4593455.0,2.7328436e+7,2816.0,3519.0,0
2269637.459677419,9299575.41935484,-564.8629032258065,-436.7903225806452,1426908.2849777248,5640541.8191367015,1512.718934418288,1448.1767414156088,155160.0,1319237.0,-5789.0,-7146.0,4252828.0,2.0323012e+7,3649.0,2796.0,0
279846.6666666667,3222136.628787879,-174.9090909090909,377.24242424242425,200835.1715677595,1883782.4757458628,6602.35930934448,4111.053044126476,44785.0,685009.0,-9963.0,-8728.0,930695.0,9599907.0,9979.0,9668.0,0
1751298.4193548388,8992471.870967742,-208.04032258064515,-458.3064516129032,961355.8577902756,5063302.116709561,3006.2138908784354,2868.063007940902,177865.0,627524.0,-9027.0,-8709.0,3244949.0,2.2771273e+7,5568.0,6297.0,0
2380196.534883721,1.4941604713178294e+7,183.5116279069768,-533.9147286821706,1455427.363658266,7394269.815556987,1809.9953950057056,1875.8809431796287,117584.0,1234061.0,-7366.0,-8624.0,4447272.0,3.3364022e+7,3464.0,1623.0,0
2052374.832,8157219.896,-175.56,70.272,1068734.9399581952,4612016.984671709,3486.8481525167795,4122.030734605488,247268.0,1079587.0,-9902.0,-9946.0,3123417.0,1.7437954e+7,3024.0,6587.0,0
1965578.471544716,1.1595208536585366e+7,1628.9512195121952,732.8211382113822,744632.1761813541,5744709.891580232,1476.0231786223642,3006.620462760556,309657.0,1227618.0,-871.0,-9581.0,2857701.0,2.2094807e+7,5037.0,7792.0,0
1581883.7615384615,8730952.146153847,-99.67692307692307,-305.37692307692305,646143.5692669394,6319800.590353279,1382.156943799359,2317.801903319009,236604.0,1135757.0,-6056.0,-9337.0,2988606.0,2.4667852e+7,3949.0,6257.0,0
1435604.3307692308,8867987.2,-1710.8923076923077,-1434.1538461538462,780998.3927770675,2942006.8815553514,2287.7464428476496,3327.003788501904,304492.0,3757139.0,-5673.0,-9977.0,2922616.0,1.7305039e+7,2098.0,2875.0,0
1137133.6721311477,7213902.532786885,6355.565573770492,1346.0573770491803,422406.0350296405,5015180.305047571,1746.5584103569256,1871.996972781248,400253.0,2759224.0,-2.0,-2233.0,1956231.0,2.0051782e+7,9835.0,5612.0,1
1190124.6736842103,7049227.305263158,-3197.757894736842,-814.4842105263158,626195.2596444834,2218588.718178265,2816.67755356581,939.3663081664432,331462.0,3008117.0,-9682.0,-3470.0,2107641.0,1.1615468e+7,479.0,544.0,0
3460659.344,2.26019114e+7,-601.392,-1304.136,1704913.7034597031,1.441105812370962e+7,2088.2470187278627,2404.1478281798595,1053331.0,1992771.0,-6977.0,-7789.0,7529291.0,5.8125615e+7,2366.0,1849.0,1
1260499.36,5329890.8533333335,4808.746666666667,-96.05333333333331,1541205.889893467,3581089.5610010955,2986.247695657515,861.9949033105319,84368.0,1388208.0,92.0,-2783.0,3901841.0,1.8254326e+7,9697.0,2090.0,0
3436018.082644628,1.6101434024793388e+7,1326.396694214876,-415.9586776859504,1903982.201377071,9527428.761946024,2239.972352803113,1624.4304612011674,223370.0,4068453.0,-1324.0,-7293.0,5938066.0,4.2087012e+7,6371.0,2089.0,0
362914.1951219512,3033455.796747968,1268.30081300813,-595.5040650406504,208670.1534546752,1527738.819605961,4274.791541145046,4705.1955628665855,81996.0,797975.0,-8363.0,-9715.0,803704.0,7434702.0,9779.0,9497.0,0
1659695.5476190476,1.0189051595238095e+7,1357.9444444444443,291.0,748664.6777425054,5152558.304620458,2807.247264650709,2693.546188948688,424936.0,876674.0,-4808.0,-4357.0,2969689.0,2.3854905e+7,7983.0,9685.0,0
1531333.8278688523,7073697.122950819,2384.6639344262294,2434.9590163934427,1166854.1030283568,4807213.463305362,3208.6380690298133,2611.246946985515,68519.0,1403390.0,-1473.0,-1363.0,3286168.0,1.847879e+7,9760.0,9879.0,0
5602977.492424242,3.615536190909091e+7,-2184.537878787879,-697.5151515151515,2526985.1825942434,1.5054750712143045e+7,3620.727878838735,1322.7675099067342,798662.0,1.0732915e+7,-9994.0,-3095.0,9456559.0,6.3218136e+7,4006.0,2760.0,1
1880775.191666667,1.0509545091666669e+7,-1419.0666666666666,-569.9916666666667,1097002.542865834,7153958.048958509,3903.3807900532665,3803.647105404362,470919.0,2322750.0,-8324.0,-9984.0,3372042.0,2.5727855e+7,5553.0,5691.0,0
439792.1544715447,4079825.447154472,-1592.2845528455284,1025.5447154471544,544852.6907776449,4004288.807983416,4791.800812317157,2595.538565838433,58825.0,415353.0,-9040.0,-7333.0,2384212.0,1.6502114e+7,8248.0,9053.0,0
1973488.9426229508,9838812.696721312,-2911.434426229508,-97.91803278688523,1520066.1482490974,5888660.531415547,4436.323300836948,3638.4056280034265,52590.0,2697580.0,-9820.0,-9914.0,4611823.0,2.3185413e+7,8848.0,6141.0,0
2622187.4426229508,1.1611549975409836e+7,-953.0245901639344,-215.79508196721312,1232453.8752853936,4997464.737742296,3182.765919796298,2986.28985916485,265911.0,3021912.0,-9077.0,-4235.0,4238805.0,2.2507787e+7,5911.0,9960.0,0
1754174.3983739838,8020893.032520325,-348.0813008130081,-486.9186991869919,891628.852354349,4586934.978891905,3261.429319554657,4463.320405540737,283676.0,2356955.0,-4156.0,-8313.0,2920403.0,2.1440832e+7,8299.0,9284.0,0
1527890.496062992,7116026.574803149,850.0157480314961,164.98425196850394,983174.1569728468,2870608.8868861548,4672.986859624819,4215.581157066427,204897.0,1185740.0,-5788.0,-8548.0,3061737.0,1.2479791e+7,9607.0,8843.0,0
1840112.1557377048,6965527.155737705,2859.3524590163934,1874.88524590164,1091777.0682049284,3193735.831358545,3120.201328326655,3290.0234699776315,120906.0,2452164.0,-303.0,-3129.0,3080240.0,1.45011e+7,9963.0,9955.0,0
3134120.909090909,2.6723335190082643e+7,-831.6694214876034,101.0495867768595,1965870.837226716,1.041344748181848e+7,2032.7121881385867,995.1235505473652,203883.0,8884743.0,-9092.0,-3151.0,6430747.0,5.2068453e+7,795.0,2138.0,0
1167834.7301587302,6374847.76984127,-2206.84126984127,-1151.373015873016,823322.3970645803,2282799.88646596,3346.839780838511,2187.481535406878,31981.0,1678861.0,-9952.0,-4828.0,2554397.0,1.0789195e+7,3125.0,3524.0,0
1836811.811881188,4792211.841584158,63.801980198019805,-680.1980198019802,293387.0602570506,3521464.186170331,809.3805164420747,2241.3242381226414,1035053.0,470348.0,-2032.0,-9666.0,2132256.0,1.2944019e+7,1017.0,7551.0,0
2231206.5217391304,7800545.652173913,911.5869565217392,1751.2826086956522,270479.91261704033,4535279.892358854,556.3042563236997,1837.5755000427844,1331765.0,2491848.0,-187.0,-543.0,2558918.0,1.5419529e+7,1732.0,5824.0,0
